Column1,Column2
BizBeat Ep. 210: What's wrong with the pandemic control of the U.S.ˋ,"Faced with the dangerous Delta variant, China successfully brought local COVID-19 cases down to zero after just over a month. However, the country's 'zero-tolerance policy' is regarded as ""draconian"" in the eyes of many Western media organizations. As the world's No.1 superpower, what went wrong with the U.S.'s fight against the pandemic? These days, the U.S. has been registering new record-high infection numbers. In this episode of Bizbeat, CGTN's Guan Xin questions why the U.S. is so busy attacking China, when its biggest enemy is itself."
OPEC+ decides to hike oil production gradually,"The Organization of the Petroleum Exporting Countries (OPEC) and a group of Russia-led producers (known collectively as OPEC+) agreed on Wednesday to continue increasing oil production gradually as they had agreed at their meeting in July.

At a virtual meeting, the group decided to boost output in monthly installments of 400,000 barrels a day through the end of 2022."
Agricultural industry remains optimistic following difficult year,"Thousands of farmers and agricultural manufacturers are gathering in Illinois for the Farm Progress Show.

The event showcases the latest agricultural products.

Despite last year＊s difficulties, there is a genuine sense of optimism among attendees at the exhibition.

CGTN＊s Dan Williams reports."
Coffee prices increasing due to severe weather in Brazil,"A cup of coffee in the U.S. could soon start costing you more. Wholesale coffee prices are increasing because of bad weather in Brazil, the world＊s largest coffee producer.

But cafes are also dealing with price increases linked to the COVID-19 pandemic.



It＊s no secret, New Yorkers love coffee. But the price of their ＆Morning Joe＊ could be on the way up. Severe frosts have damaged about 10 percent of Brazil＊s coffee producing area.



That prompted futures for Arabica beans to rise by nearly 30 percent last month, hitting a six-year high.



Coffee shops are now bracing for their costs to go up. But cafes are already seeing their bottom lines impacted by other rising costs.

"
Morgan Stanley economist: New regulations to reset China's economy,"04:52

Recently, a raft of regulations issued by the Chinese government covering several sectors including technology, education and data privacy have sent Chinese stock shares tumbling. These new measures indicate ""a significant moment in the history of China's economy and capital market,"" said Robin Xing, Chief China Economist of Morgan Stanley. Behind the regulatory reset is China's new objectives in this era, that is to ""shift from 'growth first' to a more balanced approach between development and sustainability, Xing told CGTN. He believes Chinese policy makers are trying to ""steer a middle course between tapering the worst effect of market forces, while ensuring a reasonable and sustainable rate of economic growth.""

Besides the regulation shift, China is also promoting common prosperity. How to interpret this new policy also raised lots of discussions over its implication. Some critics doubt whether this means China would kill the rich to help the poor. Xing believes the purpose of this policy is to ease inequality and give all citizens fair share in creating wealth. The most pressing need for China today is to address income inequality and to raise the share of weights in GDP to support the long-standing goal of rebalancing the economy towards consumption, said Xing, adding that the guideline of common prosperity is ""just to address this issue,"" which would ""pave the way for a healthy and balanced economic growth for China."" The following are excerpts from the interview, which has been edited for clarity and brevity.

CGTN: What kind of signals do you think the government is sending out through the new regulations?

Xing: I think the signal is we are at a significant moment in the history of China's economy and capital market. What is behind the regulatory reset is China's new objectives in this new era: to balance growth and sustainability. That is an agenda addressing social equality, environmental sustainability, and data safety.

CGTN: What does the guideline of common prosperity mean to individuals and businesses? Xing: We believe that policy makers go of common prosperity focused on the challenges of rising income inequality. The most pressing need today is to address income inequality, and raise the share of weights in GDP to support the long-standing goal of rebalancing the economy towards consumption. So with the weight share of under 50 percent of GDP, and relatively high level of precautionary saving, given the limited access to health care, education and housing, especially for migrant workers, the proportion of private consumption in GDP, is naturally limited. And raising the share of household incomes in GDP and reducing inequality while tackling the three big mountains, like escalating healthcare, education and housing cost, should support a higher share of private consumption, so that's what the common prosperity is about, rebalancing the economy in favor of labor and in favor of consumption."
Live: Awaiting the tidal bore on E China's Qiantang River,"The Qiantang River in east China's Zhejiang Province is known for the world's largest tidal bore. The trumpet-shaped river mouth, which connects with the East China Sea, causes gigantic tides as high as nine meters. Every year on the eighth month of the lunar calendar, people gather along the banks of the river to witness the impressive sight."
Live: How smart are plants? Exploring the world's plant diversity,"Can plants think, react, and attack? How did humans and plants cultivate this codependent relationship that we have today? Or even, how have plants shaped our bodies and the way we live and behave today? We may not have the answers to all these questions, but the Fuligong Greenhouses in China's Kunming Institute of Botany, Chinese Academy of Sciences might offer some clues.

China's Spring City, Kunming City, is scheduled to host the UN Biodiversity Convention (COP15) in just a little over two weeks. Join CGTN reporter Tao Yuan and Zhang Quanxing, a staff member of the institute, to explore the exciting world of plants!"
Live: Taliban spokesperson briefs media on latest in Afghanistan,Taliban spokesperson Zabihullah Mujahid holds a press conference on the latest situation in Afghanistan.
Live: How is a hot dry noodle breakfast stall operated?,"The Media Challengers come to Hubu Lane, a must visit attraction famous for local breakfast snacks and delicacies, in Wuhan City, capital of central China's Hubei Province. Here they meet the owner of Wan Hazi Hot Dry Noodle Restaurant. Wuhan is famous for its breakfast culture and hot dry noodle is always Wuhan people's first choice. The Media Challengers Wuhan Team has accepted the challenge of helping Wan Hazi operate the breakfast stall, let's see how they will complete the mission!"
Live: HKSAR Chief Executive Carrie Lam holds a news briefing,Chief Executive of the Hong Kong Special Administrative Region (HKSAR) Carrie Lam holds a news conference. All 1500 seats in this region's Election Committee are filled following Sunday's vote.
Live: A cultural exploration with Media Challengers Shanghai,"Challenge accepted! The Media Challengers Shanghai team is now at the city's iconic Global Harbor Mall, ready for their challenge of doing a livestream touring the interactive exhibitions there. Traditional Hanfu clothing, Chinese animation and immersive experiences 每 enjoy the cultural feast with the pearl wanderers!"
Live: China Media Group (CMG) hosts 2021 Mid-Autumn Festival Gala,"The traditional Chinese Mid-Autumn Festival, one of the year's most important holidays when people eat mooncakes with their family while admiring the full moon, falls on September 21 this year.

China Media Group (CMG), is bringing the 2021 Mid-Autumn Festival Gala to global audiences. For the first time, the event will be simultaneously broadcast overseas. What highlights can you expect of this year's gala? Stay tuned to CGTN!"
"Live: How China preserves Chinese sturgeon, the 'giant panda in water'","Covering 55,900 square meters and built in 2014, Shanghai Yangtze River Estuary Chinese Sturgeon Nature Conservation Area in the northeast of Shanghai's Chongming Island, is dedicated to preserve a giant fish believed to have existed for more than 140 million years since the age of dinosaurs. The fish, known in Chinese as ""zhonghuaxun"" or Chinese sturgeon, is two to five meters long when it is fully grown. It is native to China and mostly lives along the Yangtze River, but has been on the brink of extinction for 20 years. It is regarded as a ""living fossil of fish"" or ""the Chinese giant panda in water.""

The conservation base simulates its surroundings to help the Chinese sturgeons survive in the wild, which includes constructing pools with water quality, waves, salinity and temperatures similar to the mouth of the river, where they will eventually be freed. Currently, the center raises over 500 Chinese sturgeons of various sizes."
Live: Chinese astronauts to return home after 3-month space mission,"Chinese astronauts Nie Haisheng, Liu Boming and Tang Hongbo embark on the voyage home after the Shenzhou-12 spaceship completed circumnavigation and radial rendezvous tests on Thursday.

They have lived and worked in China's space station for 90 days, the longest stay in space by Chinese astronauts, according to the China Manned Space Agency. The three astronauts were sent into space aboard the Shenzhou-12 spaceship and entered the Tianhe core module on June 17."
Special coverage: China's Tianzhou-3 cargo spacecraft launch,"China launches the Tianzhou-3 unmanned cargo spacecraft on a Long March 7 carrier rocket from the Wenchang Spacecraft Launch Site in south China's Hainan Province. The launch is part of the construction project of China's space station Tiangong, which is scheduled to complete in 2022. It will be the second cargo resupply mission to the already launched Tianhe core module. Watch CGTN's special coverage for more."
Live: Remembering 90th anniversary of September 18 Incident,"Today marks the 90th anniversary of the September 18 Incident. On September 18, 1931, Japanese troops blew up a section of the South Manchurian railway under their control in Shenyang, capital of northeast China's Liaoning Province and blamed China for the sabotage. They used it as a pretext for invasion of Shenyang and then the whole region. The incident marked the beginning of the 14 years of the Chinese People's War of Resistance Against Japanese Aggression and opened up the prelude to the world's anti-fascist war.

Today, a memorial ceremony is held in Shenyang to remember the victims and pay tribute to the martyrs who sacrificed in the 14-year war. Follow CGTN's Yang Jinghao to the site to learn more about the event and the dark history."
Live: The Chat Room - How skateboarding got me through hard times,"Skateboarding is becoming more and more popular among most, especially young people. Many well-known brands in the fashion industry like Supreme, Vans and Palace were once small skateboarding stores and are now household names. In the 2020 Tokyo Olympic Games, skateboarding was officially included in the Games. The first street culture to be included into a global competition. What are the charms of this sport? Some people find inner peace through skateboarding, some gain identity, some learn persistence after falling repeatedly and some get rid of depression while going through hard times. Skateboarding is a sport, a culture and a lifestyle to skaters. In this episode of ""The Chat Room,"" not only are there jaw-dropping skateboarding skills, but also healing stories to be shared. Stay tuned!

Host: Yan Meiyi

Guests:

Li Yueliang (Andy), skateboard coach, new media editor and operator

You Siyu (Uni), skateboarding photographer

He Yu (Jade), interpreter and news editor

Chava Rodr赤guez, street skateboarding amateur

Directors: Tian Chuyin, Zhao Tianyu, Guan Shi

Videographers & technicians: CGTN Livestream Team

Producer: Li Xiang

Editor-in-Chief: Wen Yaru

Supervisor: Zhang Shilei"
Live: Who started the 'school' vs. 'street' basketball challenge?,"Basketball is one of the most accessible and popular participation sports in the world with an estimated 450 million players and fans globally, according to the International Basketball Federation. At the Tokyo 2020 Games that concluded last month, 3x3 basketball made its Olympics debut, adding an upbeat vibe to the professional arena.

In this episode, The Chat Room invites basketball enthusiasts in Beijing to meet up with a 3x3 game promoter, a trainer for professional players and the founder of a youth training program to discuss why the sport has developed so many different types and styles, share their love of the sport and resolve disputes on the basketball court.



Director: Hong Yang

Videographers, Technicians & Productions: CGTN Livestream Team

Producer: Li Xiang

Editor in Chief: Wen Yaru

Supervisor: Zhang Shilei"
Live: The Chat Room - What you have got to know about Hong Kong,"Have you been to Hong Kong? What impressions do you have of Hong Kong? As the city goes through a gradual recovery from the COVID-19 pandemic, both the visitors and the residents expect to explore the glamorous city representing a fusion of Chinese and Western cultures.

In this episode, ""The Chat Room"" invites young people with different backgrounds but all related to Hong Kong to share their experiences in the city and how they envision the city's future. Join us for this exclusive conversation with students, content creators, white-collar workers and CGTN's reporters to find out more.

Directors: Tian Chuyin, Hong Yang

Videographers & technicians: CGTN Livestream Team

Producer: Li Xiang

Supervisor: Zhang Shilei"
Live: A virtual celebration for 2021 Spring Festival,"According to the traditional Chinese calendar, the 2021 Spring Festival falls on February 12. The celebration for the festival this year looks a lot different. All those must-dos like reunions, family dinners and travel must now be weighted against social distancing due to the COVID-19 epidemic. But a virtual celebration is still a good way for us all to pass on our best wishes to families and friends.

In this episode of the ""The Chat Room,"" we invite foreign guests living in China and Chinese who left the country for years to share their 2021 Chinese New Year plans. What's their favorite parts of Spring Festival? What's the Spring Festival traditions do they have within the families? How will the pandemic affect their celebration activities? Join CGTN for an online celebration to welcome the Year of the Ox and bid farewell to the unusual 2020.

Directors: Shi Xun, Song Xinyi

Videographers & technicians: CGTN Livestream Team

Producer: Li Xiang

Supervisor: Zhang Shilei"
Watch: Does AI make life better or more distressing?,"Artificial intelligence (AI) has entered our lives, and we can see many AI-related products all around us, for example, self-driving cars, Siri, AI face-changing apps and smart sports bracelets that can monitor our body index. AI applications vary widely, including in medicine, diagnosis, finance and trade, law and so on. Will AI leave you unemployed? What kinds of jobs will be replaced by AI? In this episode of ""The Chat Room,"" we invite guests from China, the United States and Russia to discuss whether AI will make our life better or more distressing. Stay tuned!

""The Chat Room"" is an online informal debate show intended to foster dialogue between people of different countries and regions. The subjects can be as diverse as the nations represented, ranging from economic and environmental issues to matters of love and relationships 每 whatever's hot. We will also take questions from viewers on our social media platforms.

Directors: Tian Chuyin, Hong Yang

Videographers & technicians: CGTN Livestream Team

Producer: Li Xiang

Supervisor: Zhang Shilei"
Live: It's reunion time 每 Let's have a virtual year-end party!,"Celebrations for Christmas and New Year's Eve certainly look a lot different this year, but that's no reason to cancel the festivities. Whether you're avoiding traveling this season or struggling with social distancing, virtual year-end parties are one of the perfect ways to stay connected while apart.

In this episode of ""The Chat Room,"" we invite guests from different parts of the world to share their ideas on how to ring in the new year. Have they adjusted year-end plans due to the pandemic? How are they spending quality time with family and friends with some traditional holiday activities canceled? Join CGTN for an online reunion, a look back on 2020, and a pep talk for the next year.

Directors: Hong Yang, Xi Yufan

Videographers & technicians: CGTN Livestream Team

Producer: Li Xiang

Supervisor: Pang Xinhua"
Live: Are men stepping up to child care during the pandemic?,"For many families, it's been months since they have been able to send their children to school. With the pandemic came more time at home. Are men stepping up to child care? How do fathers balance the scores and their children's interests?"
Live: Save or splurge 每 Should I stock up during a shopping spree?,"November is a shopping month for savvy shoppers around the world. Both China's Double Eleven shopping festival and Black Friday fall on November with door-busting deals. Some consumers choose to seize the lucrative deals and keep click ""Pay Now"" button during the festival. Some remain rational and only buy necessities or nothing based on their budget. In this episode of ""The Chat Room,"" we invite several guests from China, U.S., New Zealand, and Russia to share their consumption habits and opinion about stocking or not stocking up during this shopping season.

Directors: Tian Chuyin, Zhang Yi

Videographers & Technicians: CGTN Livestream Team

Producer: Li Xiang

Supervisor: Pang Xinhua"
Live: Gym rats talk - Why fitness is essential for everyone?,"The COVID-19 pandemic has forced millions of people to stay at home. As most gyms remain closed, it's time for fitness enthusiasts to find a new way to re-start their workout regime. Online workout classes and fitness apps are witnessing exponential growth, helping people to exercise at home. In this episode of ""The Chat Room,"" we invite several fitness enthusiasts, entrepreneurs and instructors to share their stories about how they managed to work out during the pandemic and talk about the new fitness trends in the future.

Directors: Zhang Yi, Tian Chuyin

Videographers & Technicians: CGTN Livestream Team

Producer: Li Xiang

Supervisor: Pang Xinhua"
Live: Explore the beauty of Tibetan Thangka painting,"As a scroll painting, a piece of embroidery and work of art, the Thangka is always appealing. It readily tantalizes one's eyes with brilliant colors and elaborate scenes. What's the story behind this special art form from Tibet? What does Thangka depict? How is it progressing today? Niu Honglin is visiting a special Thangka experience center to get the answers."
Live: Lunang stone pot chicken - a healthy and delicious delight!,"Located in Nyingchi City, the Lunang International Tourism Town is known as ""Little Switzerland in Tibet."" It is one of the region's most famous tourism spots. One must-try local dish is its renowned stone pot chicken. With many traditional Chinese herbs boiling in the pot, the dish is not only tasty but also nutritious."
Live: Visit a family farm of herbal medicine in Nyingchi,"Mainling, known as ""Shangri-la in the clouds,"" is a lovely county in Nyingchi, southeast Tibet. It's clean, beautiful, and provides a conducive environment for growing herbal medicine. One of the most precious remedies grown here is the fungus Ganoderma lucidum, which is cultivated on a family farm visited by Niuniu. The crop has also helped with the county's poverty alleviation."
Live: The must-take items when you travel to Tibet,"What do you think are the must-take items when you travel to Tibet? Here are the answers from our hosts of ""Round Table."" ""Round Table"" is a premier show that debates the hottest topics making headlines in China and around the world. This August, join us for ""Railway Trippin' - Tibetan Style."""
Live: Celebrate Shoton Festival at Norbulingka in Tibet,"Norbulingka, a World Heritage site, is a well-preserved garden in southwest China's Tibet Autonomous Region. Locals like to hang out in the park, especially during the annual Shoton Festival, which features yogurt feasts. The Round Table is now in Norbulingka to experience the festive atmosphere with other Tibetan families."
Live: Breathing with the 'Lungs of Lhasa',"The show Round Table takes place at the Lhalu Wetland National Nature Reserve, also known as the ""Lungs of Lhasa."" Birds are chirping, water is clear, locals are trekking along the paths, and the Potala Palace is beaming under the sun. But the Lhalu Wetland wasn't always like this. Join CGTN for a discussion on the preservation of the highest and largest urban natural wetland in China."
Live: Reconstruction in progress after M6.0 earthquake hits Luxian,"The magnitude-6.0 earthquake that hit Luxian County in southwest China's Sichuan Province on September 16 caused three deaths and more than 100 people injured. How is the situation there and life for those affected by the earthquake? CGTN reporter Dai Kaiyi visits an emergency shelter in the epicenter and talks to the workers doing on-site construction to restore electric power supply and communications, unveiling the latest progress in reconstruction as well as the biggest difficulties now."
Live: Daily life of fisherman under the Yangtze River fishing ban,"In 2020, China imposed a 10-year fishing ban on the Yangtze River to protect its biodiversity. Under the ban, hundreds of thousands of people relying on fishing have shifted to other businesses. In Yiyang City, central China's Hunan Province, a fisherman whose grandfather and father both lived on fishing, has embraced a new life and now runs a restaurant in the style of a mini fishing village. Follow the footsteps of CGTN anchor Zhong Shi, and take a look at what and how the former fishermen are doing under the ban."
Live: The Mighty Yangtze: What do baby pandas eat every day?,"Located in the southwest of Wenchuan County in southwest China's Sichuan Province, the Wolong National Nature Reserve is acclaimed as the hometown of giant pandas. Follow in the footsteps of CGTN's anchor Li Qiuyuan, and explore the Shenshuping base in the nature reserve as we meet the cute creatures there, learn how to feed pandas from the staff members and discover what makes Wolong special."
Live: Yesterday once more 每 Drama art brings an old Henan back,"The theme park ""The Land of Dramas"" in central China's Henan Province creates vivid interactions with visitors using digital technology and on-location performances, which help reproduce the cultural landscape of Henan. CGTN livestreams on how the drama city promotes tourism with culture."
Live: Rescue efforts underway at mud flooded NW China coal mine,"The mud flooding occurred around noon on Saturday while 21 people were working underground in the coal mine in Haibei Tibetan Autonomous Prefecture, northwest China's Qinghai Province. The deputy head of Haibei Prefecture said at a press conference early Sunday morning that the provincial mine safety administration ordered the coal mine to suspend production and rectify irregularities on August 2.

Rescue operations are underway. Follow CGTN reporter Cen Ziyuan to find out more."
Live: How has an impoverished village turned into a tourism hotspot?,"Hebian Village is located in a remote mountainous area of Xishuangbanna Dai Autonomous Prefecture, southwest China's Yunnan Province, close to China's border with Laos. The small village of ethnic Yao people, surrounded by a large rainforest, used to be mired in deep poverty, with almost all families heavily in debt.

A special poverty alleviation program led by Li Xiaoyun, a professor from China Agricultural University, has brought tremendous changes to the village in recent years. All villagers now live in well-equipped houses combining traditional Yao style with modern facilities. Today, with the overall environment greatly improved and more than 50 guest rooms set up in villagers' homes, the once isolated village is a popular destination for high-level meetings, summer and winter camps of students and other activities. Follow CGTN's Yang Jinghao to enjoy the beautiful scenery of the village and check out how the changes have happened."
Live: Experience Tibet's first bullet train along Lhasa-Nyingchi line,"Tibet's first bullet train started operation just one month ago 每 a milestone moment for China, which now has high-speed rail in all mainland provinces. As the first electrified railway ever built in the high plateau region, the Lhasa-Nyingchi line passes through 47 tunnels and across 121 bridges, and crosses the Yarlung Zangbo River 16 times. Follow CGTN reporter Nicole Ng to experience the newly opened rail route and see the difficulties in constructing this line."
Live: Chinese equestrian star eyes glory at Tokyo Olympics,"An inside look at the main press center of the 2020 Tokyo Olympic Games and the sunny afternoon with Alex Hua Tian, as the Chinese equestrian star shares his thoughts on the Tokyo Olympics."
Live: How sea salt is harvested the traditional way in Fuzhou Bay,"The Fuzhou Bay area of ??Dalian, northeast China's Liaoning Province, is known as the ""hometown of Chinese sea salt"" and it is one of the four sea salt fields in China. Due to the geographical location of the sea area, high-quality seawater resources, and vast muddy tidal flats, the quality of the sea salt produced here is crystal clear and white. Fuzhou Bay still maintains the traditional sun-making, salt-making process. Join us to explore how sea salt is harvested here."
Live: The maritime training of PLA's 73rd Group Army,"The amphibious armored force of the 73rd Group Army of the People's Liberation Army carries out a maritime training exercise. They will use the most advanced amphibious equipment in China, the Type 05 amphibious armored vehicle. Join CGTN to have a look!"
Live: Check out a section of the Great Wall built over the river,"People usually know what the Great Wall looks like, but they might not know which section was built over water. The Jiumenkou section of the Great Wall in northeast China of Liaoning Province is famous for just that.

This section was 1,704 meters long in total, running from southern lofty mountains to the bank of the Jiujiang River. It then spans the river and forces its way up to the northern mountains. Owing to the strategic location, many battles took place here. Join CGTN to have a look at the beautiful stretch that has been developed into a scenic area."
Live: Explore 2021 World Artificial Intelligence Forum,"The 2021 World Artificial Intelligence Forum will be held in Shanghai on July 8. An exhibition will be held offline and open to professionals one day in advance. This year's conference looks forward to the ""post-epidemic era"" with ""AI enabling city digital transformation"" as the theme. Some of the latest AI technologies are expected to debut during the conference."
Live: Explore vocal rehearsal for Peking Opera play 'Baidicheng',"""Baidicheng"" is a classic Peking Opera play adapted from a 14th-century Chinese historical novel, ""Romance of the Three Kingdoms."" In the 85th episode, Emperor Liu Bei dies of sickness in Baidicheng, leaving his son, Liu Shan, to administer state affairs together with Military Advisor General Zhuge Liang and regard Zhuge as Liu Shan's father. Join CGTN for a look at the vocal practice of ""Baidicheng,"" which is a rehearsal without makeup and acting that mainly involves singing along with the band.

Baidicheng literally means ""White Emperor City,"" which is an ancient fortress and temple complex located at the top of Mount Baidi on the northern bank of the Yangtze River, in Fengjie County of Chongqing Municipality, southwest China."
Live: Along the expressway 每 What is the meaning of travel?,"As a saying goes: ""The world is a book and those who do not travel read only one page."" Since May 21, CGTN reporter Liu Hui and New Zealand vlogger Andy Boreham have traveled over 800 kilometers along the Wuhai-Maqin Expressway from Wuhai City in north China's Inner Mongolia Autonomous Region to Xining City, the capital city of Qinghai Province.



To wrap up the journey, Liu Hui and Andy visit Jihe Bookstore in Xining, one of the largest bookstores on the Tibetan Plateau, and explore an intangible cultural heritage there and hold talks with a local photographer and a travel influencer to find out more on the meaning of traveling. What is your opinion about traveling? Watch the livestream and share your insights in the comment section below."
Live: When will the herd of wild Asian elephants end family vocation?,"A herd of 15 wild Asian elephants broke into a villager's house and ate the villagers' corn after breaking through an iron gate. The herd has traveled for nearly 500 kilometers in the past 40 days, keeping a north and northeast trajectory. And now they're only 100 kilometers away from the downtown area of Kunming, provincial capital of Yunnan Province. It is alarming because the northern part of Yunnan is much more populated than the southern part. Animal experts said it's common for wild elephants to migrate, but not so common to keep pushing north like this herd. Why did the elephants leave home and take the long journey? When will they go home?"
Live: How locals start the day with Lanzhou beef noodles in NW China,"With the Yellow River crossing the city, Lanzhou City in northwest China's Gansu Province is home to over 1,000 beef noodle shops. Lanzhou beef noodles are not only a food tradition, but a lifestyle for residents as they start the day with a bowl of beef noodles. How can you make authentic Lanzhou beef noodles and what are the key features of the dish? CGTN reporter Liu Hui and New Zealand vlogger Andy Boreham make a stop along the Wuhai-Maqin Expressway to meet Ma Wenbin, the fourth-generation inheritor of Lanzhou beef noodles. Join them to find out more hidden stories."
"Live: Everything you need to know about Pu'er, a complex tea","International Tea Day is observed annually on May 21. It aims to raise awareness of the long history and the deep cultural and economic significance of tea worldwide. Do you know what Pu'er tea is? A characteristic of this tea is that it mellows over the years, a bit like wine, due to the post-fermentation process. Where does the tradition of compressing Pu'er tea originate from, and what does Chama Gudao mean? Join CGTN to visit Wuliang Mountain in SW China's Yunnan and explore the rich history of Pu'er tea."
Live: Check out the latest innovation in the intelligence industry,"The 2021 World Intelligence Congress is underway in the northern Chinese city of Tianjin from May 20 to 23. In its fifth year, the event consists of a series of conferences, exhibitions and competitions and has become known as a platform where cutting-edge technology and innovative ideas collide. Join CGTN's Guo Meiping for a high-tech tour of the 5th World Intelligence Congress exhibition area to discover the latest innovation in the intelligence industry."
Live: Explore Mars on Earth,"China's Tianwen-1 probe touched down on the Red Planet on May 15 and the rover Zhurong is expected to roll out from the lander and begin scientific exploration. The mission is unmanned and it will take humans a while to set foot on Mars, but a town in northwest China's Qinghai Province is the next best thing. Dubbed ""Mars Town,"" Lenghu boasts vast stretches of desolate lands in the Gobi Desert. CGTN reporter Wu Lei puts on a spacesuit and explores a Mars simulation base there to learn how the place is helping us understand future life on Mars."
"Live: Explore the tornado-hit site in Wuhan, C China","Eight people have been confirmed dead, and 230 others injured after a tornado walloped Wuhan in central China's Hubei Province on Friday night. The tornado, packing winds of 23.9 meters per second, ripped through the city's Caidian District, toppling construction site sheds and snapping trees. CGTN reporter Zhou Jiaxin has updates from the city."
"Live: Celebrate the revival of Hanfu, China's traditional clothing","The evening opening show of the very first Hanfu Expo takes place May 3-5 in Xiuwu County in central China's Henan Province. CGTN Travelogue host Eva May will walk the catwalk in the Hanfu fashion show as the only foreign participant. The event will showcase traditional Chinese aesthetics through different chapters via image transitions and performances, highlighting the theme of culture and youth while conveying traditional ancient designs with styles from other eras."
Live: Behind the scenes of Peking Opera 'The Phoenix Returns Home',"The Peking Opera ""The Phoenix Returns Home"" will be staged in Taizhou, east China's Jiangsu Province, where is the hometown of Mei Lanfang, a notable Peking Opera artist in modern Chinese theater. Join CGTN for the performance and a trip backstage.

The Phoenix Returns Home is a romantic farce. It was first performed by Peking Opera master Mei Lanfang in 1929 and is now one of the most popular Peking Operas. It tells the humorous story of a senior court minister who retires and returns to his hometown with his two daughters. The elder daughter, Xueyan, is a plain and ordinary woman, while the younger one is beautiful and elegant. The opera is a tale of love, manipulation and mistaken identity."
Live: Have a sip of Tsingtao at its birthplace,"Lying on the couch and sipping a nice, cold beer after a long day at work must be one of life's most enjoyable moments. But do you know how beer is made and how its craft process has developed? Beer lovers can learn everything about Tsingtao beer at the Tsingtao Beer Museum from its photo galleries and exhibits where brewing tools from the trade are on show. Follow CGTN reporter Saina to the museum to find out how this world-famous beer is made."
Live: Explore the miraculous Hanging Monastery in N China,"The Hanging Monastery, also known as the ""Mid-Air Temple,"" is located in the city of Datong in north China's Shanxi Province. The temple was built more than 1,500 years ago. Its structure has been kept in place with oak crossbeams fitted into holes chiseled into the cliffs. Stretching past a stunning cliff, the gravity-defying architecture is an engineering marvel and wonder of the world. In 2010, it was listed in Time magazine as one of the world's top 10 most odd, dangerous buildings. Follow CGTN reporter Hu Chao to step onto the temple hanging in the air."
Live: Digital technology immortalizes ancient Buddha grottoes,"Digital technology can immortalize cultural relics, and the Yungang Grottoes are now benefiting from it. Located in Datong City in north China's Shanxi Province, the site is one of China's most renowned Buddhist temples. The site features nearly 300 caves of different sizes, but 1,500 years of harsh weather and elements contributed to the deterioration of the sculptures. In recent years, digital technology has them better protected. CGTN reporter Hu Chao will show you the statues and caves and explain how they are better protected by digital technology."
Live: World's tallest wooden pagoda faces repair difficulties,"The Sakyamuni Pagoda in Yingxian County, north China's Shanxi Province, is the oldest and tallest wooden pagoda in the world. It's known for its architectural distinction 每 the entire structure was put together with mortise and tenon joints without using a single nail.

The pagoda miraculously withstood wars, earthquakes, rain and wind over the past 1,000 years. However, it started to lean decades ago and is now in urgent need of repair, which has remained a mission impossible, challenging experts across the country. Follow CGTN's Hu Chao to take a look at this miraculous pagoda."
Live: Explore the evolution of Chinese marriage customs,"China's wedding and marital culture has been through huge changes and is ready for another major one as 15 places in China are now ready to undergo marriage customs reform. In central China's Henan Province, a Museum of Marriage Culture and Marital Certificates has documented the changes Chinese been through over the past two centuries. Join CGTN's Sun Ye and museum curator Zhang Hongjun for an in-depth look at how Chinese have tied the knot."
China issues rules to regulate livestreaming sales,"China's authorities have rolled out guidelines to regulate the country's booming livestreaming marketing industry and set standards for livestreaming e-commerce platforms, operators and hosts.

The new measures, jointly issued by the Cyberspace Administration of China (CAC) and six other government entities, including the Ministry of Commerce, the Ministry of Culture and Tourism and the State Administration for Market Regulation (SAMR), aim to protect the rights and interest of consumers and tackle problems including false advertising and goods of poor quality.

They require livestreamers and operators to be at least 16 years old, and minors under 16 must obtain the consent of a legal guardian.

Fake claims in adverts and data fraud, such as bogus comments, likes, views and sales figures, will be banned. Livestreaming platforms are also required to handle complaints from consumers in a timely manner and provide evidence when disputes occur."
Live: A sneak peek of 2021 Shanghai Auto Show,"The 19th Shanghai International Automobile Industry Exhibition will be open to the public at the National Convention and Exhibition Center in Shanghai from April 21 to 28, 2021. Although the global market remains relatively depressed due to the pandemic, the Chinese market has come out of the woods, with the commercial vehicle market taking the lead in accelerating in 2020 and annual sales of new energy vehicles exceeding 1.3 million units for the first time.

This year's exhibition covers a total area of 360,000 square meters and contains a number of debuts of new vehicles, plus all the car companies will bring their latest masterpieces in the field of new energy. Join CGTN reporter Zhou Yiqiu to take a sneak peek."
Live: Boating in Sanya becoming more affordable and accessible,"Sanya City in south China's Hainan Province has become an ideal getaway for holidays and all types of leisure. That means boating and sailing are now becoming more affordable for visitors as the province continues with the development of its pilot zone. The province is aiming at its yacht tourism sector to account for more than 10 percent of total tourism revenues by 2025. Today's livestream will take you from one of the city's most popular marina's onboard a yacht, sailboat and motorboat. Stay tuned for more!"
Live: Go back in time to China's Tang Dynasty,"As CGTN wraps up the ""What's up Shaanxi?"" livestream series, we are finally at the historical Chinese capital of Xi'an, the undisputed root of Chinese civilization. Xi'an was home to China's first emperor and the seat of power for 13 Chinese dynasties. Once the starting point on the Silk Road, Xi'an not only offers the Terracotta Warriors, but also is a melting pot of cultures and a true culinary paradise. As night falls, join CGTN to have a night stroll at Tang Dynasty (618 每 907) Imperial Garden and Tang Dynasty Sleepless City to embark on a cultural exploration of exquisite Tang costumes, adornments, architecture and shops that will transport you back to the brilliant prosperity of the past time."
